"TITLE","YEAR","HAS_ANNOTATION","DETECTED_METHODS","CONFIDENCE","VOI","BAYESIAN","SIMULATION","UNCERTAINTY"
"Essays on the {Sarbanes}-{Oxley} {Act} and foreign issuers listed in the {US}: {Market} value and information measures",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{SEMICOLON}: {STATE} {OF} {THE} {ART}",2008,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"International health system comparisons: from measurement challenge to management tool",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Evaluating the effectiveness of telepresence in cultural tourism websites: panoramic virtual tours for the promotion of tourism and cultural identity in {Taiwan}",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Estimating the benefits and risks of implementing e-procurement",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Avoiding errors",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Air {Force} users' perceptions of the value of information technology-enabled enterprise business systems",2009,FALSE,"decision_analysis","high",TRUE,FALSE,FALSE,FALSE
"Critical spirit manifestations in {TAFE} teachers and their work",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Evaluation of the undergraduate research programs of the {Biological} {Science} {Initiative}: students’ intellectual, personal and professional outcomes from participation in research",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Effects of tasks on information-seeking behavior in a police work environment in the context of criminal intelligence",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"A model of attention and anticipation",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Approaches for economic evaluations of health care technologies",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Communicative regionalism and metropolitan growth management outcomes: a case study of three employment nodes in {Burnaby}–an inner suburb of {Greater} {Vancouver}",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Determinants of customer satisfaction in perceived outsourced help-desk services in the personal computing industry",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Climate information, equity and vulnerability reduction",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Coordinating teams of mobile sensors for monitoring environmental phenomena",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Developing individual budgets and reimbursement levels using the {Supports} {Intensity} {Scale}",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"A {Perspective} {Paper} on {Climate} {Engineering} as a {Response} to {Climate} {Change}",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"A {New} {Model} for {Trust} and {Reputation}: {Learning} about competence and commitment",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"A {Comparison} of {Two} {Common} {Classification} {Procedures} for {Economical} {Urban} {Land} {Cover} {Mapping} {Using} {NAIP} {Imagery}",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Application of rough set and decision tree for characterization of premonitory factors of low seismic activity",2009,FALSE,"decision_analysis","high",FALSE,FALSE,FALSE,FALSE
"A {Challenge} for {Change}: a {Thai} {Telecommunications} {Case} {Study}",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Efficient matrix models for relational learning",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"A common role of insula in feelings, empathy and uncertainty",2009,FALSE,"","none",FALSE,FALSE,FALSE,TRUE
"Developments and progress in timber procurement policies as tools to promote sustainable management of tropical forests",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Collective dominance and refusal to supply: {Closing} the gap in article 82?",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Investing in information, knowledge and monitoring",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Perception and practice: participation, evaluation and aid harmonisation in {Ethiopia}",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Marketing research",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The {Managerial} {Approach} within {International} {Financial} {Reporting} {Standards}",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Sisters of hope, looking back, stepping forward: {The} educational experiences of {African}-{American} women",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Research on the supply chain inventory management to {GeN} {Garment} {Co}. {Ltd}",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The governance structures for spectrum uses: {A} comparative analysis of exclusive and commons models",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Risk-based regulation for import safety",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Supplier selection under uncertainty: a switching options perspective",2009,FALSE,"","none",FALSE,FALSE,FALSE,TRUE
"Reducing the probability of bankruptcy through supply chain coordination",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Optimizing beer distribution game order policy using numerical simulations",2009,FALSE,"","none",FALSE,FALSE,TRUE,FALSE
"Understanding and evaluating population preventive strategies for breast cancer using statistical and decision analytic models",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Systems for {Research} and {Evaluation} for {Translating} {Genome}-based {Discoveries} for {Health}: {Workshop} {Summary}",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Improving the efficiency of research and development using belief networks",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Illustrating economic evaluation of diagnostic technologies: comparing {Helicobacter} pylori screening strategies in prevention of gastric cancer in {Canada}",2009,FALSE,"economic_evaluation","high",FALSE,FALSE,FALSE,FALSE
"Causality in pharmacovigilance and expectedness of adverse reactions",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"4. {Contesting} boundaries: the shifting borders of globalization",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"A sustainable system development method with applications",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Developments in {Business} {Intelligence} {Software}",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"14. {Challenges} of benefit–cost analyses for terrorism security regulations: observations from regulatory analysis of the {Western} {Hemisphere} {Travel} {Initiative}",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Information and {Coordination}: {Towards} {East} {Asian} {Regional} {Financial} {Integration}",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Acceptability of a personally controlled health record in a community-based setting: implications for policy and design",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Exploratory search: {Beyond} the query-response paradigm",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Factors affecting the online travel buying decision: a review",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Accelerating the three dimensions of {E}\&{P} clockspeed–a novel strategy for optimizing utility in the oil \& gas industry",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"An economic analysis of continuous positive airway pressure for the treatment of obstructive sleep apnea-hypopnea syndrome",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"6 {Defining}",2007,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"A knowledge-based decision support system to analyze the debris-flow problems at {Chen}-{Yu}-{Lan} {River}, {Taiwan}",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Ex {Ante} {Evaluation} of {Information} and {Communication} {Technology} {Projects}; {Case} {Studies} of {Kenyan} {Universities}",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Business process management: profiting from process",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Does internalizing the regulating services alter the poverty-ecosystem dynamics? {Evidences} from poverty hotspot of {South} {Asia}",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The politics of space: {A} survey",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Information costs in financial markets: evidence from the {Tunisian} stock market",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"A {Virtual} {Reality} {Based} {Progressive} {Learning} {Paradigm} {For} {Supply} {Chain} {Management} {Education}",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"From {Data} to {Decision}: {Learning} by {Probabilistic} {Risk} {Analysis} of {Biological} {Invasions}",2010,FALSE,"","none",FALSE,FALSE,FALSE,TRUE
"The effect of lifetime buys on warranty repair operations",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Assessing the role of goods transport in organizational performance",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"An investigation of the informational efficiency of the {Johannesburg} {Stock} {Exchange} with respect to monetary policy (2000-2009)",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Determining sources of relative inefficiency in heterogeneous samples: {Methodology} using {Cluster} {Analysis}, {DEA} and {Neural} {Networks}",2010,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"Regulating {Climate} {Change} {Risk} at the {Local} {Level}-{The} {Denver} {Experience}: {Greenprint} or {Greenwash}?",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"A {Companion} to the {Philosophy} of {Biology}",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"A literature review on the impact of {RFID} technologies on supply chain management",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Health care reform's wild card: the uncertain effectiveness of comparative effectiveness research",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Metrics for offline evaluation of prognostic performance",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Scaling concepts between trust and enforcement",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Researchers consider value-of-information theory for selecting trials",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Understanding the difference between farmers' and experts' livelihood perspectives: the structured mental model approach:(case study: pesticide use in {Vereda} la {Hoya}, {Colombia})",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Decision making under uncertainty",2010,FALSE,"","none",FALSE,FALSE,FALSE,TRUE
"Fighting the flu: risk, uncertainty and surveillance",2010,FALSE,"","none",FALSE,FALSE,FALSE,TRUE
"Topological information content and expressiveness of function models in mechanical design",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Heterarchical {Organization}: {A} new model for grassroots nonprofit organizations in an innovation society",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Avian influenza: science, policy and politics",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Demand information sharing in heterogeneous {IT} services environments",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Compendium of knowledge solutions",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Risk management for fisheries",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Impact of information systems on quick response programs",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Solving influence diagrams: {Exact} algorithms",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Multiple account benefit-cost analysis: a practical guide for the systematic evaluation of project and policy alternatives",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"On the design of the appeals process: {The} optimal use of discretionary review versus direct appeal",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"An {Ed}. {D}. program based on principles of how adults learn best",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Fisheries management with people in mind: assessing and managing risk",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Biasing {Brands}",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Cost–effectiveness studies in radiation therapy",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Reserve {Prices} in {Common}-{Value} {Auctions} with {Asymmetrically} {Informed} {Bidders}",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Policies to enhance the physical urban environment for competitiveness: {A} new partnership between public and private sectors",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Climate change policy",2010,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"Informal networks and white collar crime: {An} extended analysis of the {Madoff} scandal",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Performance management in primary healthcare services: evidence from a field study",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Notice of {Retraction}: {Performance} of forecasting information sharing in dual-channel supply {Chain}",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The success stories of {Malaysian} {SMEs} in promoting and penetrating global markets through business competitiveness strategies",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Interpretive structural modelling for selection of best supply chain practices",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Model averaging techniques for quantifying conceptual model uncertainty",2010,FALSE,"","none",FALSE,FALSE,FALSE,TRUE
"Effectiveness of the combat operational stress control training program: {Expectations} of the {US} {Marine} {Corps}",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Transformational leadership: {The} experiences, intentions and practices of exemplary chief student affairs officers serving at institutions of the {Council} for {Christian} {Colleges} \& {Universities}",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Economic {Evaluation} of {Psychotherapy} for {Personality} {Disorders}: burden of disease, cost-effectiveness, and the value of further research and active implementation",2010,FALSE,"economic_evaluation","high",FALSE,FALSE,FALSE,FALSE
"Assessing the impact of {CGIAR} investments in germplasm collection, conservation, characterization and evaluation: the scope of the literature",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"How {IT} project managers cope with stress",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"An introduction to marketing research",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Cost-effectiveness of psychotherapy for cluster {B} personality disorders",2010,FALSE,"economic_evaluation","high",FALSE,FALSE,FALSE,FALSE
"Cost-effectiveness of psychotherapy for cluster {C} personality disorders: a decision-analytic model in the {Netherlands}",2010,FALSE,"economic_evaluation","high",FALSE,FALSE,FALSE,FALSE
"A {PGM} framework for recursive modeling of players in simple sequential {Bayesian} games",2010,FALSE,"bayesian","high",FALSE,TRUE,FALSE,FALSE
"Highway travel time estimation with data fusion",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{SUBMITTED} {TO} {THE} {FACULTY} {OF} {GRADUATE} {STUDIES} {IN} {PARTIAL} {FULFILMENT} {OF} {THE} {REQUIREMENTS} {FOR} {THE} {DEGREE} {OF} {DOCTOR} {OF} {EDUCATION}",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Engagement of adult undergraduates: {Insights} from the national survey of student engagement",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Integrated {Organization} {Design}: {The} {New} {Strategic} {Priority} for {HR} {Directors}",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Subsea {Hydraulic} {Leakage} {Detection} and {Diagnosis}",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"A {Social} {Network} {Perspective} on the {Governance} of {Green} and {Blue} {Water} {Resources}: {A} {Case} {Study} of the {Mkindo} {Catchment}, {Tanzania}",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Plain language in plain {English}",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Negotiated {Agreements} as a vehicle for {Policy} {Learning}",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Crawford's {Last} {Stand}-{What} {Melendez}-{Diaz} v. {Massachusetts} means for the {Confrontation} {Clause} and for {Criminal} {Trials}",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Group cognitive behavioural therapy for postnatal depression: a systematic review of clinical effectiveness, cost-effectiveness and value of information analyses.",2010,FALSE,"decision_analysis; economic_evaluation","high",TRUE,FALSE,FALSE,FALSE
"The cost-effectiveness of group cognitive behavioral therapy compared with routine primary care for women with postnatal depression in the {UK}",2010,TRUE,"economic_evaluation","high",FALSE,FALSE,FALSE,FALSE
"Decision analysis approach to valuing integrated drilling operations in the {North} {Sea}",2010,FALSE,"decision_analysis","high",FALSE,FALSE,FALSE,FALSE
